Estimate,Est.Error,Q2.5,Q97.5,Group,Sex,WeeksNom,TimeNom,Weeks,FullGroup,Time
8.906974523707776,1.210740996063383,6.781798974084488,11.531418604827024,KC,Female,16,120,16,Female_KC,120
5.39604707080934,0.7368003511387414,4.103685120946343,6.998398879523086,KC,Male,16,0,16,Male_KC,0
30.51376051627276,4.436941471500806,22.748450018335063,40.11704815670654,KC,Male,16,30,16,Male_KC,30
20.223121356555865,2.7613747030224176,15.38212326195021,26.20010419436921,KC,Male,16,60,16,Male_KC,60
16.733335084619032,2.28357984587314,12.726326506321168,21.662420500147586,KC,Male,16,90,16,Male_KC,90
13.076412755650066,1.7835155773731832,9.950530535827577,16.940237730100627,KC,Male,16,120,16,Male_KC,120
3.1491116603125224,0.48524250554757076,2.3093688941515174,4.213024179126153,KC,Female,21,0,21,Female_KC,0
16.804952908244985,2.588196474819749,12.312537915377392,22.458127457576264,KC,Female,21,30,21,Female_KC,30
9.69883895632998,1.49171034721317,7.11281594387621,12.960616080238433,KC,Female,21,60,21,Female_KC,60
10.177141822265003,1.5654867036567282,7.466951795922425,13.600194590113007,KC,Female,21,90,21,Female_KC,90
8.818331266484108,1.358456375389424,6.467108001878312,11.78709362407686,KC,Female,21,120,21,Female_KC,120
5.071824203659397,0.8389076644854703,3.64167321560265,6.924472694324547,KC,Male,21,0,21,Male_KC,0
22.049634581636006,3.6267562650759153,15.81216367846117,29.997398541334338,KC,Male,21,30,21,Male_KC,30
14.714168474150156,2.4087527163364526,10.56154229196389,19.993201633522528,KC,Male,21,60,21,Male_KC,60
12.993047240853727,2.1304314697407367,9.32145698448641,17.66979982661527,KC,Male,21,90,21,Male_KC,90
11.761634523897802,1.9281731376267108,8.445477549703408,15.990560830456559,KC,Male,21,120,21,Male_KC,120
5.649806939882765,0.5401978502234452,4.688426861426761,6.804788204734305,TC,Female,4,0,4,Female_TC,0
26.395146726383608,2.7808729849594243,21.45858191878404,32.35524564689707,TC,Female,4,30,4,Female_TC,30
15.745239700969227,1.5073768960409342,13.061604524611221,18.969154715174376,TC,Female,4,60,4,Female_TC,60
5.909076263760822,0.6028029750911077,4.8412039882629845,7.204146353964253,TC,Male,4,0,4,Male_TC,0
32.903541515247426,4.0785229133402705,25.81659124883501,41.68812418176003,TC,Male,4,30,4,Male_TC,30
23.336279798839,2.382777592583399,19.11275745084732,28.45726892849551,TC,Male,4,60,4,Male_TC,60
4.998371043118582,0.48366513931976535,4.136027909169585,6.0258573765848356,TC,Female,8,0,8,Female_TC,0
