AnimalID	Time	BG.Start	BG.End	Date	Delivery	GLP1.Start	GLP1.End	Ins.Start	Ins.End	Gcg.Start	Gcg.End
TJKV06M.29	30	1.8	1.8	2018/08/07	ArgTT						
TJKV06M.34	30	1.3	1.3	2018/08/07	ArgTT						
TJKV06M.41	30	2.8	2.8	2018/08/07	ArgTT						
TJKV06M.42	30	4	4	2018/08/07	ArgTT						
TJKV06M.43	30	2.5	2.5	2018/08/07	ArgTT						
TJKV06M.45	30	2.4	2.4	2018/08/07	ArgTT						
TJKV06M.01	30	4.2	4.2	2018/08/07	ArgTT						
TJKV06M.04	30	2.3	2.3	2018/08/07	ArgTT						
TJKV06M.05	30	2.3	2.3	2018/08/07	ArgTT						
TJKV06M.19	30	4.7	4.7	2018/08/07	ArgTT						
TJKV06M.22	30	3.7	3.7	2018/08/07	ArgTT						
TJKV06M.23	30	11.4	11.4	2018/08/07	ArgTT						
TJKV06M.24	30	2.8	2.8	2018/08/07	ArgTT						
TJKV06M.30	30	2.1	2.1	2018/08/07	ArgTT						
TJKV06M.25	30	3.7	3.7	2018/08/07	ArgTT						
TJKV06M.27	30	3.3	3.3	2018/08/07	ArgTT						
TJKV06M.31	30	1.6	1.6	2018/08/07	ArgTT						
TJKV06M.33	30	2.7	2.7	2018/08/07	ArgTT						
TJKV06M.40	30	2.7	2.7	2018/08/07	ArgTT						
TJKV06M.44	30	2.7	2.7	2018/08/07	ArgTT						
TJKV06M.46	30	2.7	2.7	2018/08/07	ArgTT						
TJKV06M.10	30	2.3	2.3	2018/08/07	ArgTT						
TJKV06M.12	30	4.2	4.2	2018/08/07	ArgTT						
TJKV06M.14	30	3.4	3.4	2018/08/07	ArgTT						
TJKV06M.16	30	4.2	4.2	2018/08/07	ArgTT						
TJKV06M.17	30	3.2	3.2	2018/08/07	ArgTT						
TJKV06M.21	30	3.6	3.6	2018/08/07	ArgTT						
TJKV06M.26	30	1.3	1.3	2018/08/07	ArgTT						
TJKV06M.32	30	1.3	1.3	2018/08/07	ArgTT						
TJKV06M.35	30	1.3	1.3	2018/08/07	ArgTT						
TJKV06M.36	30	3.2	3.2	2018/08/07	ArgTT						
TJKV06M.37	30	2.9	2.9	2018/08/07	ArgTT						
TJKV06M.38	30	3.7	3.7	2018/08/07	ArgTT						
TJKV06M.47	30	4.4	4.4	2018/08/07	ArgTT						
TJKV06M.48	30	3.3	3.3	2018/08/07	ArgTT						
TJKV06M.02	60	2.6	2.6	2018/08/07	ArgTT	36.7663562818017	36.7663562818017	0.274731208123258	0.274731208123258	0	180
TJKV06M.06	60	2.1	2.1	2018/08/07	ArgTT	39.263967694874	39.263967694874	1.78915930539232	1.78915930539232	234.177404419246	234.177404419246
TJKV06M.07	60	3.8	3.8	2018/08/07	ArgTT	36.6581272344207	36.6581272344207	0	0.05333333333333334	0	180
TJKV06M.13	60	3.4	3.4	2018/08/07	ArgTT	26.3990199371859	26.3990199371859	0.166597306734187	0.166597306734187	0	180
TJKV06M.15	60	2.2	2.2	2018/08/07	ArgTT	65.144096906934	65.144096906934	0	0.05333333333333334	234.177404419246	234.177404419246
TJKV06M.18	60	6.4	6.4	2018/08/07	ArgTT	43.3024914554746	43.3024914554746	0.926559346299038	0.926559346299038	0	180
TJKV06M.20	60	4.6	4.6	2018/08/07	ArgTT	43.4108568963824	43.4108568963824	0.978228151870567	0.978228151870567	0	180
TJKV06M.03	60	2.1	2.1	2018/08/07	ArgTT	49.5694751367092	49.5694751367092	0.303588066129939	0.303588066129939	205.928854606199	205.928854606199
TJKV06M.28	60	3.6	3.6	2018/08/07	ArgTT	79.2410835218567	79.2410835218567	0.531810869711888	0.531810869711888	0	180
TJKV06M.29	60	3.3	3.3	2018/08/07	ArgTT	150.897869014955	150.897869014955	0.92784753292804	0.92784753292804	262.540557672267	262.540557672267
TJKV06M.34	60	2.4	2.4	2018/08/07	ArgTT	110.019148545203	110.019148545203	0.266895754626253	0.266895754626253	209.406992981543	209.406992981543
TJKV06M.41	60	2.7	2.7	2018/08/07	ArgTT	154.023300723056	154.023300723056	0.818410896493708	0.818410896493708	629.026901683285	629.026901683285
TJKV06M.42	60	1.9	1.9	2018/08/07	ArgTT	148.76973339038	148.76973339038	0.591170135105921	0.591170135105921	576.392669077759	576.392669077759
TJKV06M.43	60	2.1	2.1	2018/08/07	ArgTT	209.814626575722	209.814626575722	0.540518223460103	0.540518223460103	1100.42621078276	1100.42621078276
TJKV06M.45	60	2.4	2.4	2018/08/07	ArgTT	155.347381018273	155.347381018273	1.51950405931548	1.51950405931548	658.85589285215	658.85589285215
TJKV06M.01	60	1.4	1.4	2018/08/07	ArgTT	18.9322241711848	18.9322241711848	0.0335850082107252	0.0335850082107252	0	180
TJKV06M.04	60	4.4	4.4	2018/08/07	ArgTT	0	13.333333333333334	0.428269338652436	0.428269338652436	0	180
TJKV06M.05	60	3.3	3.3	2018/08/07	ArgTT	61.6374533466671	61.6374533466671	0.0656199477237954	0.0656199477237954	178.215296399325	178.215296399325
TJKV06M.19	60	3.6	3.6	2018/08/07	ArgTT	16.6173213819784	16.6173213819784	0.683578573925515	0.683578573925515	0	180
TJKV06M.22	60	1.6	1.6	2018/08/07	ArgTT	98.6769067349045	98.6769067349045	0.0971671572061833	0.0971671572061833	368.059249125867	368.059249125867
TJKV06M.23	60	11.7	11.7	2018/08/07	ArgTT						
TJKV06M.24	60	1.8	1.8	2018/08/07	ArgTT						
TJKV06M.30	60	4.3	4.3	2018/08/07	ArgTT	15.1107082482917	15.1107082482917	0.149893790145589	0.149893790145589	0	180
TJKV06M.25	60	2.4	2.4	2018/08/07	ArgTT	46.3194434292089	46.3194434292089	0.0589052762173821	0.0589052762173821	0	180
TJKV06M.27	60	1.6	1.6	2018/08/07	ArgTT	166.747043531693	166.747043531693	0.107381347819084	0.107381347819084	562.436450679236	562.436450679236
TJKV06M.31	60	2.4	2.4	2018/08/07	ArgTT	59.5216850942669	59.5216850942669	0.178543817956279	0.178543817956279	0	180
TJKV06M.33	60	2.6	2.6	2018/08/07	ArgTT						
TJKV06M.40	60	2.9	2.9	2018/08/07	ArgTT	17.144095437827	17.144095437827	0.329850941319257	0.329850941319257	0	180
TJKV06M.44	60	3.7	3.7	2018/08/07	ArgTT	45.823479514821	45.823479514821	1.00823186092769	1.00823186092769	153.875187121711	153.875187121711
TJKV06M.46	60	2.7	2.7	2018/08/07	ArgTT						
TJKV06M.10	60	3.9	3.9	2018/08/07	ArgTT	42.0533759019701	42.0533759019701	0.903874868327435	0.903874868327435	0	180
TJKV06M.12	60	2.3	2.3	2018/08/07	ArgTT	93.3340559534602	93.3340559534602	5.28489387397911	5.28489387397911	439.02680347376	439.02680347376
TJKV06M.14	60	3.7	3.7	2018/08/07	ArgTT	44.2143687895543	44.2143687895543	1.60165997628788	1.60165997628788	0	180
TJKV06M.16	60	1.7	1.7	2018/08/07	ArgTT	87.6817399523838	87.6817399523838	3.74272173530104	3.74272173530104	358.002188302394	358.002188302394
TJKV06M.17	60	2.9	2.9	2018/08/07	ArgTT	77.1841281238354	77.1841281238354	0.972465728534295	0.972465728534295	288.088580851581	288.088580851581
TJKV06M.21	60	2.4	2.4	2018/08/07	ArgTT	76.1379641379835	76.1379641379835	0.79564932949888	0.79564932949888	179.746533507003	179.746533507003
TJKV06M.26	60	0	1.1	2018/08/07	ArgTT	74.302912088447	74.302912088447	0.514835674662561	0.514835674662561	102.832392959259	102.832392959259
TJKV06M.32	60	3	3	2018/08/07	ArgTT	36.3624103919553	36.3624103919553	0.420777577435622	0.420777577435622	0	180
TJKV06M.35	60	1.8	1.8	2018/08/07	ArgTT	111.741205266585	111.741205266585	1.09356599787583	1.09356599787583	462.200880340945	462.200880340945
